team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2022,SEA,2022020786,SEA,CGY,HOME,20230127,Team Level,all,0.3969,0.4841,0.4792,3600,33.3,2.836,2.474,8.658,1.193,18.225,12.614,2.659,2.71,2.539,30,16,15,61,2,4,0,3,1,20,16,28,44,2,4,24,18,4,7,33,11,2,0.999,1.394,0.443,1,1,0,57.287,46,43.37,1,0.563,0.452,0.452,2.946,2.821,2.662,36.441,4.309,2.319,8.609,1.195,19.494,14.074,4.252,4.54,4.478,38,12,15,65,5,4,1,4,0,16,21,33,45,6,12,38,19,9,9,33,13,4,0.906,1.72,1.683,0,3,2,70.705,50,54.003,5,0.505,0.541,0.541,4.273,4.486,4.466
SEA,2022,SEA,2022020786,SEA,CGY,HOME,20230127,Team Level,5on5,0.3668,0.4362,0.4306,2733,21.799,1.576,1.383,6.067,0.818,12.316,8.839,1.496,1.45,1.377,18,13,10,41,2,3,0,2,0,14,10,16,29,1,2,18,18,4,3,23,7,1,0.6,0.755,0.221,1,1,0,37.287,31,28.37,1,0.289,0.257,0.257,1.608,1.483,1.409,29.557,2.721,1.866,7.129,0.986,16.521,11.777,2.666,2.952,2.892,30,11,12,53,4,3,1,4,0,12,18,26,37,5,10,26,18,8,4,28,12,1,0.826,1.547,0.348,0,3,1,58.705,41,45.003,2,0.382,0.503,0.503,2.6,2.813,2.795
SEA,2022,SEA,2022020786,SEA,CGY,HOME,20230127,Team Level,4on5,0.0136,0.1111,0.1429,246,0.722,0.009,0.021,0.11,0.018,0.289,0.553,0.005,0.009,0.005,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,1,0,0,0.009,0,0,0,0,0,1,1,1,0,0.005,0,0,0.014,0.014,0.008,4.661,0.653,0.313,1.271,0.15,2.421,1.192,0.651,0.653,0.651,5,1,2,8,0,1,0,0,0,3,2,5,6,1,2,3,0,0,2,4,1,1,0.052,0.173,0.428,0,0,0,8,6,6,0,0.092,0.038,0.038,0.706,0.706,0.704
SEA,2022,SEA,2022020786,SEA,CGY,HOME,20230127,Team Level,5on4,0.7732,0.8636,0.875,599,10.779,1.251,1.07,2.48,0.357,5.619,3.223,1.157,1.251,1.157,11,3,5,19,0,1,0,1,1,6,5,11,14,0,0,4,0,0,4,9,4,1,0.39,0.639,0.222,0,0,0,19,14,14,0,0.269,0.196,0.196,1.324,1.324,1.245,1.611,0.367,0.122,0.195,0.041,0.387,0.888,0.367,0.367,0.367,2,0,1,3,0,0,0,0,0,1,1,2,2,0,0,8,1,1,3,1,0,1,0.028,0,0.339,0,0,0,3,2,2,3,0.027,0,0,0.394,0.394,0.394
SEA,2022,SEA,2022020798,SEA,CBJ,HOME,20230128,Team Level,other,0.2755,0.2727,0.1429,218,0.449,0.27,0.037,0.042,0.02,0.354,0.277,0.27,0.27,0.27,0,1,2,3,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.27,0,0,0,3,1,1,0,0.009,0,0,0.279,0.279,0.279,4.346,0.71,0.364,0.784,0.154,3.108,0.879,0.681,0.71,0.681,4,2,2,8,0,1,0,1,1,2,1,4,6,0,0,2,1,0,0,3,2,1,0.159,0.23,0.32,0,0,0,8,6,6,0,0.122,0.135,0.135,0.697,0.697,0.673
SEA,2022,SEA,2022020798,SEA,CBJ,HOME,20230128,Team Level,all,0.6166,0.5565,0.5698,3600,34.973,3.671,2.266,7.733,1.157,20.215,13.957,3.61,3.635,3.575,31,18,15,64,3,2,0,4,1,19,20,28,46,2,4,28,15,12,5,34,10,5,1.134,1.02,1.518,2,1,0,65.87,49,50.207,2,0.477,0.586,0.586,3.563,3.551,3.51,26.816,2.283,2.026,6.309,0.902,15.837,9.643,2.209,2.275,2.201,25,12,14,51,1,2,0,8,2,13,11,24,36,2,4,34,12,4,4,26,9,2,0.611,1.101,0.57,0,1,0,49.484,37,36.14,1,0.501,0.261,0.261,2.523,2.514,2.454
SEA,2022,SEA,2022020798,SEA,CBJ,HOME,20230128,Team Level,5on5,0.6439,0.5978,0.6232,2968,31,2.729,1.934,7.15,1.011,17.735,12.44,2.673,2.692,2.638,29,14,12,55,3,2,0,3,1,15,19,26,40,1,2,25,13,9,5,32,8,3,1.05,0.8,0.879,2,1,0,56.87,43,44.207,2,0.398,0.586,0.586,2.541,2.529,2.496,18.839,1.509,1.216,4.76,0.633,10.455,7.427,1.464,1.501,1.456,17,9,11,37,1,1,0,4,1,11,8,16,25,2,4,24,11,4,3,18,7,1,0.388,0.871,0.25,0,1,0,35.484,26,25.14,1,0.252,0.126,0.126,1.635,1.625,1.591
SEA,2022,SEA,2022020798,SEA,CBJ,HOME,20230128,Team Level,4on5,0.8522,0.1429,0.1667,207,0.905,0.369,0.044,0.083,0.024,0.157,0.322,0.369,0.369,0.369,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0.369,0,0,0,1,1,1,0,0.01,0,0,0.379,0.379,0.379,3.632,0.064,0.446,0.764,0.115,2.275,1.337,0.064,0.064,0.064,4,1,1,6,0,0,0,3,0,0,2,4,5,0,0,4,0,0,1,5,0,0,0.064,0,0,0,0,0,6,5,5,0,0.127,0,0,0.191,0.191,0.19
SEA,2022,SEA,2022020798,SEA,CBJ,HOME,20230128,Team Level,5on4,1,1,1,207,2.619,0.304,0.252,0.457,0.101,1.969,0.918,0.298,0.304,0.298,1,3,1,5,0,0,0,1,0,3,0,1,4,1,2,1,0,1,0,2,2,0,0.084,0.22,0,0,0,0,5,4,4,0,0.06,0,0,0.363,0.363,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020816,SEA,NYI,AWAY,20230207,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020816,SEA,NYI,AWAY,20230207,Team Level,all,0.3479,0.5478,0.5412,3600,32.252,1.834,2.145,8.24,1.126,18.44,14.214,1.822,1.803,1.79,32,14,17,63,0,3,0,6,1,9,27,32,46,1,2,21,31,4,7,41,4,1,1.06,0.449,0.325,0,0,0,59.114,46,44.674,3,0.471,0.076,0.076,2.23,2.193,2.178,29.035,3.437,2.257,6.642,0.965,14.959,10.74,3.316,3.51,3.388,28,11,13,52,4,1,0,6,1,15,12,24,35,0,0,30,25,6,14,21,13,5,0.621,1.578,1.238,1,1,2,56.418,39,40.546,6,0.49,0.182,0.182,3.744,3.826,3.698
SEA,2022,SEA,2022020816,SEA,NYI,AWAY,20230207,Team Level,5on5,0.3826,0.5377,0.5385,3360,29.406,1.768,1.697,7.243,1.002,17.014,13.277,1.756,1.736,1.724,28,14,15,57,0,1,0,6,1,9,25,28,42,1,2,21,30,4,7,37,4,1,0.993,0.449,0.325,0,0,0,53.114,42,40.674,3,0.339,0.029,0.029,2.078,2.041,2.026,26.726,2.853,2.033,6.05,0.851,14.162,10.052,2.789,2.926,2.861,26,10,13,49,4,0,0,6,1,14,11,22,32,0,0,28,25,6,13,20,12,4,0.553,1.395,0.904,1,1,2,53.418,36,37.546,6,0.427,0,0,3.28,3.362,3.284
SEA,2022,SEA,2022020816,SEA,NYI,AWAY,20230207,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.309,0.584,0.224,0.592,0.115,0.798,0.688,0.527,0.584,0.527,2,1,0,3,0,1,0,0,0,1,1,2,3,0,0,1,0,0,1,1,1,1,0.068,0.182,0.334,0,0,0,3,3,3,0,0.062,0.182,0.182,0.464,0.464,0.414
SEA,2022,SEA,2022020816,SEA,NYI,AWAY,20230207,Team Level,5on4,1,1,1,120,2.846,0.067,0.449,0.997,0.124,1.426,0.938,0.066,0.067,0.066,4,0,2,6,0,2,0,0,0,0,2,4,4,0,0,0,0,0,0,4,0,0,0.067,0,0,0,0,0,6,4,4,0,0.132,0.046,0.046,0.152,0.152,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020824,SEA,NJD,AWAY,20230209,Team Level,other,0.3434,0.8571,0.8571,112,4.576,0.194,0.559,1.383,0.229,2.844,0.791,0.187,0.194,0.187,5,1,0,6,0,2,0,1,0,3,0,5,6,0,0,0,1,0,1,5,1,0,0.109,0.085,0,0,0,0,6,6,6,0,0.234,0.075,0.075,0.354,0.354,0.337,0.403,0.371,0.012,0.01,0.025,0.259,0.323,0.371,0.371,0.371,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.371,0,0,1,1,1,1,0,0.004,0,0,0.375,0.375,0.375
SEA,2022,SEA,2022020824,SEA,NJD,AWAY,20230209,Team Level,all,0.4996,0.5917,0.5366,3600,32.315,2.286,2.338,8.169,1.118,17.535,12.553,2.229,2.372,2.312,34,10,27,71,1,3,0,2,0,23,15,33,43,4,8,23,15,3,6,31,12,1,0.745,1.276,0.266,1,0,0,72.24,44,44.802,4,0.613,0.34,0.34,2.559,2.645,2.595,26.479,2.29,1.672,6.546,0.908,15.809,10.776,2.235,2.218,2.165,27,11,11,49,3,2,0,3,1,17,12,24,35,3,6,35,22,10,14,32,3,3,0.945,0.407,0.938,2,0,1,47.815,38,37.225,6,0.355,0.567,0.567,2.078,2.019,1.99
SEA,2022,SEA,2022020824,SEA,NJD,AWAY,20230209,Team Level,5on5,0.5418,0.5612,0.5077,2980,24.014,2.02,1.496,6.003,0.769,12.866,9.845,1.97,2.106,2.053,26,7,22,55,1,1,0,1,0,17,13,25,32,4,8,18,13,2,5,21,11,1,0.564,1.191,0.266,1,0,0,56.24,33,33.802,4,0.308,0.266,0.266,2.063,2.149,2.116,22.804,1.708,1.397,5.866,0.781,12.999,9.25,1.655,1.635,1.585,23,9,11,43,0,2,0,2,1,15,12,23,32,2,4,28,21,9,12,27,3,2,0.733,0.407,0.567,0,0,0,41.815,32,31.225,5,0.287,0.567,0.567,1.428,1.369,1.342
SEA,2022,SEA,2022020824,SEA,NJD,AWAY,20230209,Team Level,4on5,0.0862,0.2857,0.2857,295,1.485,0.02,0.045,0.236,0.038,0.462,1.199,0.02,0.02,0.02,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,4,1,1,0,2,0,0,0.02,0,0,0,0,0,2,2,2,0,0.01,0,0,0.03,0.03,0.03,3.272,0.212,0.263,0.67,0.102,2.551,1.203,0.209,0.212,0.209,3,2,0,5,2,0,0,1,0,2,0,1,3,0,0,2,0,0,1,5,0,0,0.212,0,0,2,0,0,5,5,5,0,0.064,0,0,0.276,0.276,0.273
SEA,2022,SEA,2022020824,SEA,NJD,AWAY,20230209,Team Level,5on4,1,1,1,213,2.24,0.052,0.238,0.548,0.082,1.362,0.717,0.052,0.052,0.052,1,2,5,8,0,0,0,0,0,2,1,1,3,0,0,1,0,0,0,3,0,0,0.052,0,0,0,0,0,8,3,3,0,0.061,0,0,0.113,0.113,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEA,2022,SEA,2022020828,SEA,NYR,AWAY,20230210,Team Level,other,0.5813,0.9,0.8,126,2.751,1.133,0.193,0.402,0.098,1.711,0.464,0.87,1.133,0.87,1,3,5,9,0,0,0,0,0,3,1,1,4,0,0,1,0,0,0,1,1,2,0.011,0.096,1.026,0,0,0,9,4,4,0,0.07,0,0,1.203,1.203,0.932,0.732,0.816,0.023,0.017,0.016,0.077,0.051,0.807,0.816,0.807,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.816,0,0,1,1,1,1,0,0.006,0,0,0.822,0.822,0.813
SEA,2022,SEA,2022020828,SEA,NYR,AWAY,20230210,Team Level,all,0.4805,0.5738,0.5333,3600,33.715,3.752,2.418,7.763,1.117,19.52,13.43,3.475,3.731,3.455,29,19,22,70,3,1,0,3,3,19,19,26,45,3,6,23,23,7,6,33,11,4,0.733,1.428,1.591,1,0,2,66.431,48,46.72,2,0.557,0.059,0.059,4.25,4.223,3.937,29.608,4.057,2.303,6.231,1.089,17.031,11.289,3.732,4.091,3.763,28,14,10,52,6,3,2,4,0,15,14,22,36,5,10,34,30,14,9,26,11,5,0.829,1.249,1.979,0,2,4,55.084,42,43.193,4,0.51,0.944,0.944,3.623,3.643,3.513
SEA,2022,SEA,2022020828,SEA,NYR,AWAY,20230210,Team Level,5on5,0.5305,0.5862,0.5873,2774,26.059,2.058,1.808,6.409,0.86,14.7,11.165,2.048,2.037,2.027,23,14,14,51,2,1,0,2,3,14,15,21,35,3,6,18,22,5,6,27,9,1,0.692,1.143,0.222,1,0,1,47.431,37,35.72,2,0.375,0.059,0.059,2.374,2.347,2.336,18.776,1.821,1.216,4.137,0.564,10.392,7.87,1.73,1.855,1.76,17,9,10,36,3,1,1,4,0,6,12,14,23,4,8,22,30,10,9,18,6,2,0.455,0.662,0.704,0,1,2,39.084,26,27.193,4,0.25,0.486,0.486,1.585,1.605,1.599
SEA,2022,SEA,2022020828,SEA,NYR,AWAY,20230210,Team Level,4on5,0.1295,0.0714,0.0714,228,0.902,0.189,0.097,0.084,0.02,0.215,0.395,0.189,0.189,0.189,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,1,0,0,0.189,0,0,0,0,1,1,1,0,0.022,0,0,0.211,0.211,0.211,8.933,1.271,0.917,1.855,0.437,5.909,2.613,1.046,1.271,1.046,8,5,0,13,2,2,1,0,0,8,1,6,11,1,2,5,0,1,0,7,4,2,0.364,0.448,0.458,0,1,1,13,13,13,0,0.221,0.458,0.458,1.033,1.033,0.919
SEA,2022,SEA,2022020828,SEA,NYR,AWAY,20230210,Team Level,5on4,0.714,0.8182,0.75,472,4.002,0.372,0.32,0.868,0.139,2.895,1.406,0.368,0.372,0.368,4,2,3,9,1,0,0,1,0,2,2,3,5,0,0,2,0,1,0,5,0,1,0.03,0,0.342,0,0,1,9,6,6,0,0.09,0,0,0.462,0.462,0.458,1.169,0.149,0.147,0.223,0.072,0.653,0.756,0.149,0.149,0.149,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,6,0,3,0,1,1,0,0.01,0.139,0,0,0,0,2,2,2,0,0.033,0,0,0.183,0.183,0.183
SEA,2022,SEA,2022020848,SEA,PHI,AWAY,20230212,Team Level,other,0.8858,0.25,0.5,96,0.772,0.659,0.032,0.032,0.016,0.172,0.089,0.603,0.659,0.603,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.659,0,0,0,2,1,1,0,0.008,0,0,0.667,0.667,0.61,0.723,0.085,0.073,0.127,0.029,0.443,0.243,0.085,0.085,0.085,1,0,5,6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0.085,0,0,0,0,6,1,1,0,0.018,0,0,0.103,0.103,0.103
SEA,2022,SEA,2022020848,SEA,PHI,AWAY,20230212,Team Level,all,0.5512,0.5784,0.5556,3600,24.986,2.756,1.602,5.633,0.757,13.981,10.271,2.672,2.876,2.791,21,14,24,59,4,0,0,8,2,14,7,17,31,2,4,24,29,14,5,24,9,2,0.792,1.089,0.874,0,3,1,61.541,35,36.448,2,0.333,0,0,3.089,3.226,3.134,21.15,2.244,1.494,4.427,0.633,10.926,8.276,2.208,2.146,2.111,18,10,15,43,3,1,1,2,1,12,9,15,25,1,2,19,36,3,10,17,9,2,0.308,1.194,0.743,1,0,2,40.57,28,26.45,8,0.326,0.43,0.43,2.14,2.025,1.998
SEA,2022,SEA,2022020848,SEA,PHI,AWAY,20230212,Team Level,5on5,0.5755,0.6364,0.6,3164,23.483,2.089,1.52,5.435,0.72,13.3,9.937,2.062,2.209,2.18,20,13,23,56,4,0,0,7,2,13,7,16,29,2,4,23,27,12,5,23,9,1,0.785,1.089,0.215,0,3,1,58.541,33,34.448,2,0.313,0,0,2.402,2.539,2.503,16.568,1.541,1.099,3.528,0.487,8.65,6.695,1.517,1.443,1.421,13,9,10,32,1,0,0,2,1,9,9,12,21,1,2,14,34,3,8,14,7,1,0.229,1,0.312,0,0,1,29.57,22,20.45,7,0.231,0,0,1.772,1.657,1.631
SEA,2022,SEA,2022020848,SEA,PHI,AWAY,20230212,Team Level,4on5,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.118,0.607,0.302,0.651,0.097,1.601,0.743,0.594,0.607,0.594,3,1,0,4,1,1,1,0,0,2,0,2,3,0,0,1,1,0,1,2,1,1,0.068,0.109,0.43,0,0,1,4,4,4,0,0.073,0.43,0.43,0.249,0.249,0.248
SEA,2022,SEA,2022020848,SEA,PHI,AWAY,20230212,Team Level,5on4,0.3889,0.5,0.5,120,0.731,0.007,0.051,0.167,0.021,0.509,0.245,0.007,0.007,0.007,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.007,0,0,0,0,0,1,1,1,0,0.012,0,0,0.02,0.02,0.02,0.74,0.011,0.021,0.121,0.02,0.232,0.595,0.011,0.011,0.011,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0.011,0,0,1,0,0,1,1,1,1,0.004,0,0,0.016,0.016,0.016
SEA,2022,SEA,2022020860,SEA,WPG,AWAY,20230214,Team Level,other,0.3967,0.5455,0.4444,2,2.815,0.265,0.194,0.55,0.084,1.42,1.486,0.265,0.265,0.265,3,1,2,6,0,0,0,1,0,0,3,3,4,0,0,1,1,0,0,3,1,0,0.158,0.107,0,0,0,0,6,4,4,0,0.056,0,0,0.321,0.321,0.321,3.895,0.403,0.238,0.743,0.117,1.711,1.789,0.403,0.403,0.403,2,3,0,5,0,0,0,0,0,1,4,2,5,0,0,2,1,0,0,4,1,0,0.205,0.198,0,0,0,0,5,5,5,0,0.061,0,0,0.464,0.464,0.464
SEA,2022,SEA,2022020860,SEA,WPG,AWAY,20230214,Team Level,all,0.4007,0.464,0.433,3900,30.591,2.635,2.008,6.912,1.032,16.243,13.171,2.628,2.744,2.737,29,13,16,58,2,1,0,6,2,10,21,27,40,3,6,28,18,7,8,32,8,2,1.045,0.989,0.601,0,1,1,59.524,42,43.276,8,0.449,0.026,0.026,3.058,3.183,3.173,39.749,3.941,2.788,9.704,1.39,21.859,15.318,3.715,3.817,3.597,40,15,12,67,2,5,1,7,1,20,20,38,53,3,8,33,13,8,8,38,14,3,1.101,1.954,0.886,0,0,2,65.14,55,53.592,7,0.611,0.703,0.703,3.849,3.732,3.565
SEA,2022,SEA,2022020860,SEA,WPG,AWAY,20230214,Team Level,5on5,0.361,0.4111,0.411,3131,21.683,1.798,1.349,5.288,0.744,11.717,9.103,1.791,1.908,1.9,20,10,7,37,1,1,0,4,2,7,15,19,29,3,6,22,14,6,7,22,7,1,0.686,0.883,0.229,0,1,0,38.524,30,31.276,7,0.279,0.026,0.026,2.052,2.177,2.167,30.914,3.182,2.142,7.717,1.116,17.014,11.829,3.018,3.059,2.901,33,10,10,53,2,5,1,6,1,17,12,31,41,3,8,24,12,7,8,28,12,3,0.669,1.628,0.886,0,0,2,51.14,43,41.592,7,0.448,0.703,0.703,2.928,2.811,2.722
SEA,2022,SEA,2022020860,SEA,WPG,AWAY,20230214,Team Level,4on5,0.1604,0.2,0.125,360,0.856,0.068,0.085,0.091,0.027,0.287,0.442,0.068,0.068,0.068,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,3,3,1,0,1,0,0,0.068,0,0,0,0,0,2,1,1,0,0.017,0,0,0.085,0.085,0.085,4.94,0.356,0.409,1.245,0.157,3.134,1.701,0.293,0.356,0.293,5,2,1,8,0,0,0,1,0,2,4,5,7,0,0,2,0,0,0,6,1,0,0.227,0.129,0,0,0,0,8,7,7,0,0.101,0,0,0.457,0.457,0.379
SEA,2022,SEA,2022020860,SEA,WPG,AWAY,20230214,Team Level,5on4,1,0.9286,1,407,5.238,0.504,0.38,0.982,0.176,2.819,2.14,0.504,0.504,0.504,6,1,6,13,1,0,0,1,0,2,3,5,6,0,0,2,0,0,1,6,0,1,0.132,0,0.372,0,0,1,13,7,7,1,0.098,0,0,0.601,0.601,0.601,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020876,SEA,PHI,HOME,20230216,Team Level,other,1,1,1,18,0.822,0.163,0.112,0.118,0.024,0.447,0.135,0.163,0.163,0.163,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.163,0,0,1,0,1,1,1,0,0.029,0,0,0.192,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020876,SEA,PHI,HOME,20230216,Team Level,all,0.5747,0.5446,0.5676,3600,29.82,2.467,2.036,6.913,0.974,16.962,12.648,2.417,2.512,2.461,30,12,19,61,6,1,0,2,1,13,19,24,36,4,11,23,11,7,8,30,11,1,0.858,1.404,0.206,3,3,0,66.138,42,43.457,5,0.444,0.189,0.189,2.723,2.775,2.726,23.277,1.826,1.592,5.861,0.753,12.645,9.323,1.767,1.776,1.719,19,13,19,51,2,1,1,6,1,9,13,17,30,4,11,36,18,11,5,23,8,1,0.608,0.94,0.277,0,1,1,46.478,32,30.568,5,0.33,0.277,0.277,1.879,1.829,1.797
SEA,2022,SEA,2022020876,SEA,PHI,HOME,20230216,Team Level,5on5,0.4438,0.4792,0.4921,3157,21.566,1.457,1.38,5.313,0.73,12.716,9.403,1.445,1.502,1.489,19,12,15,46,2,0,0,2,1,11,15,17,29,4,11,22,10,6,7,24,7,0,0.59,0.868,0,1,1,0,51.138,31,32.457,4,0.281,0,0,1.739,1.791,1.775,23.277,1.826,1.592,5.861,0.753,12.645,9.323,1.767,1.776,1.719,19,13,18,50,2,1,1,6,1,9,13,17,30,4,11,29,17,11,5,23,8,1,0.608,0.94,0.277,0,1,1,45.478,32,30.568,5,0.33,0.277,0.277,1.879,1.829,1.797
SEA,2022,SEA,2022020876,SEA,PHI,HOME,20230216,Team Level,4on5,1,0.6667,1,120,1.49,0.057,0.058,0.181,0.038,0.458,1.209,0.057,0.057,0.057,2,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0.057,0,0,1,0,0,2,2,2,0,0.014,0,0,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020876,SEA,PHI,HOME,20230216,Team Level,5on4,1,1,1,305,5.942,0.79,0.487,1.301,0.182,3.34,1.9,0.752,0.79,0.752,8,0,4,12,2,1,0,0,0,2,3,6,6,0,0,1,0,0,1,4,3,1,0.211,0.373,0.206,1,1,0,12,8,8,1,0.121,0.189,0.189,0.722,0.722,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020894,SEA,DET,HOME,20230218,Team Level,other,0.7601,0.5385,0.6,272,4.526,1.774,0.24,0.597,0.12,1.568,1.701,1.774,1.774,1.774,4,2,1,7,1,0,0,0,0,0,5,3,5,0,0,3,0,1,0,2,2,2,0.093,0.256,1.425,0,1,0,7,6,6,0,0.057,0,0,1.831,1.831,1.831,2.956,0.56,0.213,0.411,0.086,1.865,0.865,0.553,0.56,0.553,1,3,2,6,1,0,0,0,0,3,0,0,3,0,0,3,0,0,0,2,1,1,0.12,0.108,0.333,0,1,0,6,4,4,0,0.072,0,0,0.632,0.632,0.623
